term,home_ownership,purpose,verification_status,loan_status,loan_amnt,funded_amnt,funded_amnt_inv,annual_inc,int_rate,installment,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail
36 months,RENT,other,Not Verified,Fully Paid,5000,5000,4971.381889,47000,10.62,162.8,15.17,0,2,12,0,8881,16,5839.557396,5805.5,5000,839.56,967.84,0
36 months,OTHER,educational,Verified,Fully Paid,6500,6500,6100,31992,9.63,208.62,3.75,0,1,5,0,883,12,7112.346276,6674.66,6500,612.35,4406.49,0
36 months,MORTGAGE,other,Source Verified,Fully Paid,12000,12000,12000,72000,5.42,361.92,8.18,0,0,10,0,869,20,12972.42381,12972.42,12000,972.42,3222.2,0
60 months,RENT,house,Verified,Fully Paid,15000,11725,11700,130000,18.79,302.8,4.1,1,3,7,0,4709,37,12270.30311,12244.14,11725,545.3,11668.63,0
60 months,MORTGAGE,home_improvement,Verified,Current,12000,12000,11975,275000,17.49,301.41,10.25,0,1,22,0,73867,31,17454.78,17418.6,11396.79,6057.99,301.41,0
60 months,MORTGAGE,home_improvement,Source Verified,Fully Paid,15000,15000,15000,35000,10.65,323.53,9.87,0,0,11,0,3191,18,19067.03001,19067.03,15000,4067.03,3532.94,0
36 months,RENT,vacation,Not Verified,Fully Paid,10000,10000,10000,130000,11.49,329.72,9.66,0,1,8,0,8802,39,10779.27363,10779.27,10000,779.27,8148.61,0
36 months,RENT,other,Not Verified,Fully Paid,3700,3700,3700,17496.8,14.22,126.86,3.36,0,0,2,0,1605,5,4566.723907,4566.72,3700,866.72,132.7,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,11000,11000,11000,65000,7.51,342.22,19.88,0,1,16,0,11968,35,12319.87661,12319.88,11000,1319.88,350.37,0
60 months,OWN,credit_card,Source Verified,Fully Paid,7500,7500,7443.783404,65000,7.14,149.01,13.24,0,1,9,0,19092,34,8940.239996,8863.16,7500,1440.24,177.09,0
36 months,RENT,vacation,Not Verified,Charged Off,2000,2000,2000,30000,11.71,66.16,16.12,0,0,5,0,18608,8,1185.66,1185.66,908.98,276.68,66.16,1
36 months,RENT,debt_consolidation,Source Verified,Charged Off,4200,4200,4200,28800,14.72,145.02,18.17,0,0,5,0,1563,5,2981.93,2981.93,2098.73,795.3,145.02,1
36 months,RENT,other,Not Verified,Does not meet the credit policy. Status:Fully Paid,20000,20000,8424.850915,78000,12.29,667.06,2.38,1,5,7,0,4361,12,24141.39323,10169.31,20000,4141.39,2249.57,0
36 months,RENT,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Charged Off,3000,3000,3000,1.00E+05,12.73,100.7,17.18,0,4,8,0,30334,18,100.25,100.25,68.56,31.69,100.7,1
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,13000,13000,12900,93000,13.98,302.36,16.77,0,0,18,0,16128,32,17970.31998,17832.09,13000,4970.32,3170.44,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,17000,17000,16975,1.00E+05,14.79,402.56,9.96,0,3,19,0,7354,63,19350.6749,19322.22,17000,2350.67,14932.46,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,1200,1200,1200,30000,10.65,39.09,7.56,0,1,10,0,0,41,1407.149808,1407.15,1200,207.15,41.12,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,6000,6000,4600,40800,12.92,201.94,15.32,2,2,11,0,7091,13,6939.598881,5320.36,6000,939.6,2309.4,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,21600,13275,13071.19891,58000,6.54,407.11,15.54,0,0,10,0,18605,21,14595.51607,14371.06,13275,1320.52,3218.92,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,5000,5000,4975,24000,8.94,158.86,19.2,0,0,7,0,5089,9,5718.845519,5690.25,5000,718.85,175.11,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,7000,7000,7000,55000,14.09,239.55,16.49,0,2,10,0,37475,25,8624.92355,8624.92,7000,1624.92,259.94,0
60 months,RENT,other,Not Verified,Charged Off,1000,1000,1000,30000,13.49,23.01,9.88,0,1,8,0,5947,10,129.64,129.64,59.84,54.82,61.02,1
36 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,5000,5000,4589.77,54996,9.88,161.06,14.34,0,2,14,0,27099,34,642.59,642.59,441.05,201.54,482.8,1
36 months,MORTGAGE,house,Not Verified,Fully Paid,5150,5150,5150,111000,6.62,158.13,0.94,0,0,4,0,12183,11,5357.039498,5357.04,5150,207.04,4252.23,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,10000,10000,9950,70000,13.98,341.68,11.35,0,0,10,0,16676,24,11733.86348,11675.19,10000,1733.86,5599.21,0
60 months,MORTGAGE,car,Source Verified,Charged Off,5500,5500,5500,114600,10,116.86,13.61,0,0,10,0,16381,21,2112.34,2112.34,1207.81,658.11,116.86,1
36 months,RENT,credit_card,Not Verified,Fully Paid,25000,25000,24724.53701,84996,11.86,828.69,16.9,0,2,11,0,23595,14,29665.79949,29293.14,25000,4665.8,5660.86,0
60 months,RENT,small_business,Source Verified,Fully Paid,17000,17000,17000,36000,10.74,367.43,9.7,0,0,10,0,2141,16,22045.06716,22045.07,17000,5045.07,366.69,0
36 months,OWN,car,Not Verified,Charged Off,1850,1850,1850,48000,10.74,60.34,5.1,2,0,17,0,10691,45,1655.27,1655.27,1327.41,297.99,60.34,1
36 months,MORTGAGE,house,Source Verified,Fully Paid,2500,2500,2500,55000,13.49,84.83,15.99,0,2,6,0,3279,14,3053.709293,3053.71,2500,553.71,95.59,0
36 months,OWN,debt_consolidation,Verified,Fully Paid,7500,7500,7500,40000,5.42,226.2,16.2,0,0,10,0,1651,21,7974.40374,7974.4,7500,474.4,4136.21,0
36 months,MORTGAGE,wedding,Source Verified,Fully Paid,10000,10000,10000,185000,20.62,374.81,0.58,0,0,3,0,2446,21,13492.78692,13492.79,10000,3492.79,398.83,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,8000,8000,8000,99800,7.14,247.52,10.16,0,1,14,0,21557,26,8870.039704,8870.04,8000,870.04,14.71,0
36 months,MORTGAGE,debt_consolidation,Verified,Does not meet the credit policy. Status:Fully Paid,7800,7800,7800,40000,16.07,274.52,20.34,1,5,13,2,9131,40,8971.609203,8971.61,7800,1171.61,5691.85,0
60 months,RENT,credit_card,Not Verified,Fully Paid,12000,12000,12000,89000,10,254.97,15.75,0,2,7,0,1156,16,15236.66618,15236.67,12000,3236.67,203.37,0
36 months,RENT,other,Source Verified,Fully Paid,3000,3000,3000,70000,13.98,102.51,0.57,0,0,2,0,1900,3,3459.416276,3459.42,3000,459.42,1924.39,0
36 months,MORTGAGE,debt_consolidation,Verified,Charged Off,20000,20000,20000,69600,10.99,654.68,23.48,0,3,8,0,9723,37,17888.1,17888.1,13725.83,3294.33,59.46,1
36 months,MORTGAGE,credit_card,Not Verified,Does not meet the credit policy. Status:Charged Off,16000,16000,949.9969753,82000,12.36,534.19,16.27,0,4,19,0,33859,42,1601.89,94.62,1119.15,482.74,534.19,1
60 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,12000,12000,12000,59000,10.37,257.16,16.23,0,0,7,0,14865,30,14948.22482,14948.22,12000,2948.22,5210.6,0
60 months,MORTGAGE,car,Not Verified,Fully Paid,7000,7000,6997.074155,66000,5.79,134.65,20.2,0,1,15,0,39184,40,8078.80111,8074.96,7000,1078.8,134.45,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,15000,15000,14975,135000,13.85,511.56,19.29,0,1,12,1,24341,23,18417.03645,18386.34,15000,3417.04,533.07,0
36 months,MORTGAGE,major_purchase,Not Verified,Fully Paid,2800,2800,2750,52800,6.76,86.15,12.8,0,0,13,0,35685,37,2816.13,2765.84,2800,16.13,2816.21,0
60 months,MORTGAGE,debt_consolidation,Verified,Current,30000,30000,29750,60000,10.65,647.05,10.64,0,0,12,0,664,29,36188.32,35886.44,27439.16,8749.16,647.05,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,18550,18550,18550,70000,13.43,426.17,13.35,0,1,16,0,20,31,25165.12001,25165.12,18550,6615.12,5595.4,0
36 months,RENT,credit_card,Not Verified,Fully Paid,9350,9350,9100,50000,7.49,290.81,22.01,0,0,9,0,28183,19,10483.85942,10203.54,9350,1118.86,319.7,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,15000,15000,14875,60000,11.12,491.94,10.52,0,0,16,0,15794,30,17313.29266,17169.02,15000,2313.29,6543.15,0
36 months,RENT,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Fully Paid,2500,2500,2500,29464,15.33,87.08,2.24,0,4,7,0,1157,45,3118.280741,3118.28,2500,618.28,508.04,0
60 months,MORTGAGE,credit_card,Verified,Fully Paid,20000,20000,19900,120000,18.17,509.72,9.72,0,0,8,0,106527,25,23678.39621,23560,20000,3678.4,17572.35,0
36 months,RENT,small_business,Source Verified,Fully Paid,3200,3200,3200,56000,10.99,104.75,4.2,0,0,3,0,1597,5,3747.590294,3747.59,3200,547.59,452.15,0
36 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,8000,8000,7850,60000,7.88,250.25,7.16,0,1,6,0,15155,21,9009.464925,8840.54,8000,1009.46,261.86,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,15000,15000,15000,60000,8.49,473.45,18.32,0,0,16,0,14781,28,17043.93699,17043.94,15000,2043.94,508.99,0
60 months,MORTGAGE,car,Not Verified,Fully Paid,4900,4900,4800,63600,7.88,99.08,14,0,0,13,0,38566,33,5944.299223,5822.99,4900,1044.3,113.66,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,8400,8400,8400,35004,15.96,204.1,21.32,0,3,6,0,3452,12,9155.658663,9155.66,8400,755.66,7937.19,0
60 months,RENT,wedding,Source Verified,Charged Off,6000,6000,6000,83000,15.99,145.88,10.57,0,1,6,0,4345,8,3661.65,3661.65,1926.93,1719.84,26.78,1
36 months,RENT,debt_consolidation,Verified,Fully Paid,3950,3950,3925,45000,6.92,121.83,11.73,0,1,6,0,2936,13,4385.485341,4357.73,3950,435.49,126.61,0
36 months,OTHER,credit_card,Not Verified,Fully Paid,5750,5750,5647.787119,16000,14.74,198.59,12.6,0,1,8,0,5560,9,7149.058792,7025.65,5749.99,1399.07,206.03,0
60 months,RENT,debt_consolidation,Source Verified,Fully Paid,15000,15000,15000,40000,20.11,398.33,13.08,2,0,5,0,10742,12,20262.18053,20262.18,15000,5262.18,11108,0
36 months,RENT,car,Source Verified,Fully Paid,2400,2400,2400,4800,16,84.38,5,0,0,3,0,299,5,2970.265152,2970.27,2400,555.27,1024.63,0
36 months,RENT,small_business,Not Verified,Fully Paid,3600,3600,3575,55000,5.99,109.51,17.37,0,1,7,0,4730,22,3969.355292,3941.79,3600,354.36,336.82,0
36 months,OTHER,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Charged Off,11200,11200,11150,47000,14.96,388.04,16.09,0,6,20,0,11005,43,9816.58,9772.75,4968.49,2002.73,388.04,1
36 months,RENT,other,Source Verified,Charged Off,4000,4000,4000,47000,18.64,145.9,12.94,0,0,3,0,2476,7,2335.22,2335.22,1387.62,797.88,291.71,1
60 months,RENT,debt_consolidation,Source Verified,Charged Off,8000,8000,7975,40000,17.51,201.03,14.07,0,2,5,0,6868,11,3029.68,3020.3,1395.15,1606.01,201.03,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,12000,12000,12000,42000,7.51,373.33,10.74,0,1,7,0,18913,17,13459.56667,13459.57,12000,1444.57,24.36,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,10000,10000,10000,115000,7.29,310.1,17.13,0,1,15,0,18214,34,11021.19585,11021.2,10000,1021.2,3896.53,0
36 months,RENT,major_purchase,Source Verified,Fully Paid,4000,4000,4000,13200,6.39,122.4,5.73,0,0,7,0,1164,10,4286.969931,4286.97,4000,286.97,2331.5,0
60 months,RENT,credit_card,Verified,Fully Paid,17150,17150,17100,58000,9.62,361.19,12.52,0,0,11,0,14630,26,20511.29084,20451.49,17150,3361.29,9709,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Fully Paid,5500,5500,3989.08,39996,13.16,185.74,20.79,0,2,5,0,42411,13,6484.570197,4561.83,5500,984.57,2586.5,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,5000,5000,5000,50000,5.79,151.64,2.26,0,0,12,0,2534,21,5458.920955,5458.92,5000,458.92,176.24,0
36 months,RENT,small_business,Not Verified,Charged Off,7500,7425,4020.450947,26300,13.47,251.88,12.68,0,0,5,0,16280,19,753.3,400.75,509.65,243.65,251.88,1
36 months,RENT,credit_card,Not Verified,Fully Paid,5000,3000,212.18,82000,8.32,94.46,8.34,0,0,3,0,5688,8,3398.315667,219.9,3000,398.32,281.44,0
60 months,MORTGAGE,credit_card,Verified,Current,21600,21600,21350,75000,11.71,477.33,20.82,0,0,10,0,38623,29,26720.05,26410.75,19727.61,6992.44,477.33,0
60 months,RENT,debt_consolidation,Source Verified,Does not meet the credit policy. Status:Charged Off,5000,5000,5000,54500,15.21,119.51,7.73,0,4,4,0,3259,11,2949.75,2949.75,1480.56,1254.14,119.51,1
36 months,RENT,major_purchase,Not Verified,Does not meet the credit policy. Status:Charged Off,10000,10000,7524.995183,66000,13.24,338.1,9.13,1,4,8,0,6673,9,10743,8078.76,8735.57,1983.43,338.1,1
36 months,MORTGAGE,car,Source Verified,Fully Paid,8500,8500,8500,180000,6.92,262.15,10.83,0,1,16,0,764,38,9437.757472,9437.76,8500,937.76,266.56,0
36 months,RENT,debt_consolidation,Verified,Does not meet the credit policy. Status:Charged Off,5250,5250,4450.006972,20000,12.92,176.7,13.38,0,1,2,0,3987,2,2798.84,2372.38,1943.49,704.91,176.7,1
36 months,RENT,debt_consolidation,Verified,Fully Paid,18000,18000,18000,46800,15.23,626.01,13.87,1,3,8,0,18184,18,22536.14499,22536.14,18000,4536.14,678.37,0
60 months,MORTGAGE,credit_card,Source Verified,Current,16000,16000,15950,62000,13.49,368.08,17.13,0,3,8,0,15489,33,19855.78,19793.67,13864.14,5991.64,368.08,0
60 months,RENT,debt_consolidation,Source Verified,Charged Off,15000,15000,15000,80400,18.25,382.95,15.46,0,2,15,0,12028,27,4221.8,4221.8,1473.11,1954.45,382.95,1
36 months,MORTGAGE,car,Not Verified,Fully Paid,2000,2000,1975,54000,5.99,60.84,11.29,0,0,11,0,21994,18,2190.036005,2162.66,2000,190.04,61.5,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,15000,15000,9175,50000,16,527.36,6.19,0,0,8,0,11819,9,19215.98922,11753.78,15000,4215.99,181.38,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,2400,2400,2400,20000,15.62,83.93,15.06,0,0,4,0,2378,5,3021.357677,3021.36,2400,621.36,92.46,0
60 months,MORTGAGE,car,Not Verified,Fully Paid,10000,10000,10000,60000,13.49,230.05,13.32,0,6,8,0,8182,36,11632.71209,11632.71,10000,1632.71,8190.16,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,1500,1500,1450,15600,11.86,49.73,5.08,0,0,5,1,2046,23,1626.145846,1571.94,1500,126.15,230.26,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,5175,5175,5175,36000,6.03,157.51,17.57,0,0,10,0,18994,34,5667.7629,5667.76,5175,492.76,471.62,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,4000,4000,4000,80000,7.88,80.88,13.86,0,0,12,0,9638,20,806.3,806.3,560.82,245.48,80.88,1
36 months,MORTGAGE,small_business,Not Verified,Fully Paid,6000,6000,6000,25000,6.62,184.23,19.49,0,0,7,1,1159,19,6542.426897,6542.43,6000,542.43,2501.09,0
36 months,OWN,small_business,Not Verified,Charged Off,2000,2000,2000,56000,11.49,65.95,13.26,0,2,14,1,18136,23,1620.51,1620.51,1217.74,328.64,66,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,9000,9000,8967.490877,46000,7.14,278.48,22.7,0,1,15,0,18070,32,9545.758021,9510.95,9000,545.76,1070.79,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,5000,5000,5000,33685,13.85,170.53,21.48,2,1,4,0,2818,17,6139.162183,6139.16,5000,1139.16,178.45,0
60 months,MORTGAGE,debt_consolidation,Source Verified,Does not meet the credit policy. Status:Fully Paid,25000,16300,16133.90625,240000,20.53,436.68,8.59,0,4,15,0,50902,55,26199.89997,25824.84,16300,9899.9,473.21,0
36 months,RENT,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Fully Paid,20000,20000,19805.19096,1.00E+05,13.57,679.37,14.6,0,4,10,0,23794,32,23106.4634,22880.63,19999.99,3106.47,12260.22,0
60 months,RENT,debt_consolidation,Not Verified,Fully Paid,14400,14400,14400,85000,16.4,353.25,12.69,1,0,9,0,18663,25,19761.7084,19761.71,14400,5361.71,5197.82,0
36 months,RENT,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Fully Paid,14700,14700,950,25000,17.22,525.75,14.74,0,1,5,0,1055,24,18926.60919,1223.15,14700,4226.61,530.05,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,11400,11400,11400,90000,6.62,350.03,8.17,0,1,11,0,9343,37,12516.10609,12516.11,11400,1116.11,3426.4,0
36 months,MORTGAGE,small_business,Verified,Fully Paid,10000,10000,9775,142000,11.12,327.96,7.75,0,2,13,0,10943,20,11317.32581,11062.69,10000,1317.33,5765.97,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,22400,22400,22400,73000,12.69,751.41,14.19,0,0,10,0,16616,30,26366.0324,26366.03,22400,3966.03,9864.94,0
60 months,RENT,debt_consolidation,Not Verified,Fully Paid,4500,4500,4500,53000,15.99,109.41,13.02,1,1,12,0,2337,19,6311.467271,6311.47,4500,1811.47,1947.77,0
36 months,MORTGAGE,other,Source Verified,Fully Paid,10000,10000,9975,63132,6.03,304.36,8.34,0,0,11,0,2035,17,10956.77596,10929.38,10000,956.78,308.18,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,12000,12000,12000,28080,7.88,375.37,6.67,0,0,6,0,0,17,13753.99058,13753.99,12000,1753.99,121.4,0
36 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,3000,3000,3000,35000,6.76,92.31,6.48,0,3,11,0,1034,36,3270.11309,3270.11,3000,270.11,13.03,0
60 months,MORTGAGE,small_business,Verified,Current,21000,21000,20975,70000,12.42,471.61,7.35,0,2,9,0,61482,26,25454.72,25424.44,18263.13,7191.59,471.61,0
36 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,10000,10000,10000,45000,10.65,325.74,14.69,0,0,6,0,5272,18,11726.31037,11726.31,10000,1726.31,334.69,0
36 months,RENT,car,Not Verified,Fully Paid,8000,8000,7925,73000,7.4,248.48,0.44,1,0,4,0,666,16,8929.822716,8846.11,8000,929.82,1251.2,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,14400,14400,14400,60000,15.27,344.62,16.3,0,3,12,0,11860,31,1720.66,1720.66,822.46,889.74,344.62,1
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,3200,3200,3200,56566,7.88,100.1,21.49,0,1,8,0,3630,32,3603.755491,3603.76,3200,403.76,106.56,0
60 months,MORTGAGE,major_purchase,Verified,Fully Paid,15000,15000,14500,2.00E+05,10.65,323.53,4.43,0,0,7,0,44505,27,17767.47002,17175.22,15000,2767.47,154.26,0
36 months,MORTGAGE,debt_consolidation,Verified,Charged Off,10000,10000,9975,60000,16.45,353.8,15.24,0,3,8,0,6661,8,7702.92,7683.72,5220.91,2192.3,353.8,1
60 months,MORTGAGE,credit_card,Source Verified,Charged Off,17000,17000,17000,35000,18.64,437.63,13.17,0,1,6,0,19976,12,8221.6,8221.6,3338.99,4082.19,437.63,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,3000,3000,3000,43200,13.72,102.13,16.33,1,2,4,0,2366,12,3677.033015,3677.03,3000,677.03,106.1,0
36 months,MORTGAGE,credit_card,Source Verified,Does not meet the credit policy. Status:Charged Off,20000,19525,19500,108000,19.04,716.11,15.39,0,7,16,0,15882,35,7218.04,7208.84,3884.05,2593.07,62.22,1
60 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,25000,15425,15237.4252,65000,13.35,353.74,4.62,0,0,13,0,11594,17,21116.47997,20762.18,15425,5691.48,3095.3,0
36 months,RENT,car,Not Verified,Fully Paid,9600,9600,8015.679461,78000,11.97,318.72,13,0,0,11,0,36920,12,11464.64872,9548.66,9600,1864.65,286.2,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,8000,8000,8000,38000,12.69,268.36,10.55,0,3,14,0,9471,28,9660.901021,9660.9,8000,1660.9,279.71,0
36 months,MORTGAGE,home_improvement,Source Verified,Fully Paid,7000,7000,6984.022655,57000,6.54,214.68,17.73,0,0,8,0,10141,10,7728.34012,7710.1,7000,728.34,232.01,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,12000,7350,6736.471431,78000,6.54,225.41,20.29,0,0,14,0,72016,30,8114.755136,7378.74,7350,764.76,243.58,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,11000,11000,10950,105000,9.32,351.42,4.33,0,1,12,0,5297,28,11417.20786,11365.31,11000,417.21,3963.34,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,6400,6400,6400,44000,13.85,218.27,20.54,0,2,13,0,26428,21,7857.875984,7857.88,6400,1457.88,226.89,0
60 months,OWN,other,Verified,Fully Paid,35000,35000,33714.91586,70000,20.89,944.71,12.58,0,2,7,0,29088,15,41902.85759,38898.36,35000,6902.86,31517.59,0
60 months,RENT,debt_consolidation,Not Verified,Fully Paid,8100,8100,7975,48500,16.32,198.36,16.92,0,1,11,0,6839,14,8735.837588,8601.03,8100,635.84,7248.32,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,3000,3000,3000,75500,12.42,100.25,16.2,0,0,11,0,5989,15,3554.053821,3554.05,3000,554.05,1057.15,0
36 months,RENT,other,Verified,Fully Paid,2500,2500,2500,47544,7.88,78.21,4.29,0,1,5,0,6731,23,2804.776481,2804.78,2500,304.78,539.21,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6000,6000,5750,41124,7.49,186.61,16.95,0,0,10,0,9793,24,6527.544361,6255.56,6000,527.54,3369.7,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,14000,14000,13125,101004,10.25,453.39,13.47,0,2,10,0,24651,15,16322.98048,15302.79,14000,2322.98,527.68,0
60 months,RENT,debt_consolidation,Source Verified,Fully Paid,12000,12000,12000,65000,19.91,317.33,15.69,0,1,10,0,7082,45,14765.70697,14765.71,12000,2765.71,10324.39,0
36 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,7000,7000,7000,50285,13.11,236.22,10.43,0,1,5,1,6135,12,8212.371614,8212.37,7000,1212.37,3497.3,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,9000,9000,8750,44000,10.99,294.61,14.13,0,0,11,0,3930,13,10242.42917,9957.92,9000,1242.43,1569.85,0
60 months,RENT,debt_consolidation,Verified,Fully Paid,17150,17150,17100,90000,14.83,406.47,17.64,0,1,12,0,79252,43,21208.97196,21147.14,17150,4058.97,12684.48,0
36 months,RENT,credit_card,Verified,Fully Paid,6475,6475,6432.241561,30000,5.42,195.29,7.2,0,0,7,0,6107,24,6974.018059,6926.02,6475,499.02,2302.19,0
36 months,MORTGAGE,other,Verified,Fully Paid,10000,10000,9975,45600,16.11,352.12,19.5,1,2,12,0,5753,28,12631.54313,12599.96,10000.03,2631.51,1719.49,0
36 months,OWN,medical,Verified,Fully Paid,15000,15000,14441.79456,1.00E+05,6.17,457.49,3.94,0,0,9,0,111,15,16467.61926,15850.12,15000,1467.62,930.11,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,2000,2000,2000,85000,6.62,61.41,9.52,0,0,6,0,3665,21,2198.495453,2198.5,2000,198.5,58.77,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,5000,5000,4987.815486,110000,14.26,171.53,17.64,1,1,10,0,54165,16,6175.023981,6157.03,5000,1175.02,187.72,0
60 months,RENT,small_business,Source Verified,Charged Off,12000,12000,12000,31200,15.28,287.25,14.46,0,2,10,0,871,28,2225.26,2225.26,828.94,886.52,287.25,1
36 months,RENT,medical,Source Verified,Fully Paid,3000,3000,3000,22800,6.62,92.12,24.95,0,1,6,0,1923,12,3315.960887,3315.96,3000,315.96,100.22,0
36 months,OWN,major_purchase,Not Verified,Fully Paid,7000,7000,7000,65000,13.92,238.96,9.47,0,0,4,0,400,6,8207.947701,8207.95,7000,1207.95,3914.03,0
60 months,MORTGAGE,major_purchase,Not Verified,Fully Paid,14400,14400,11578.6014,55400,11.86,319.31,12.17,0,0,9,0,9567,19,16679.48242,13589.14,14400,2279.48,11258.16,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,7000,7000,6900,40000,9.32,223.63,15.03,0,0,10,0,21414,18,8050.546151,7935.54,7000,1050.55,243.35,0
60 months,MORTGAGE,credit_card,Not Verified,Charged Off,3600,3600,3575,70000,10.37,77.15,21.29,0,0,10,0,52432,16,920.76,914.4,576.36,344.4,77.15,1
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,25000,25000,24838.23882,130000,15.33,870.71,16.35,0,2,18,0,38416,37,31119.60725,30916.36,25000,6119.61,5877.88,0
36 months,RENT,major_purchase,Not Verified,Fully Paid,4000,4000,4000,36000,7.4,124.24,10.43,0,0,6,0,2063,13,4472.468915,4472.47,4000,472.47,136.73,0
36 months,OWN,major_purchase,Not Verified,Fully Paid,5000,5000,4975,1.00E+05,7.14,154.7,3.14,0,0,16,0,3204,58,5536.572307,5508.89,5000,536.57,1370.38,0
60 months,RENT,debt_consolidation,Not Verified,Fully Paid,9600,9600,9550,48000,14.96,228.19,1.98,1,0,9,0,22153,27,13669.57671,13598.38,9600,4069.58,1134.89,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,10000,10000,10000,54000,17.99,361.48,20.87,1,1,5,0,11574,19,12644.14678,12644.15,10000,2644.15,3120.44,0
60 months,RENT,other,Source Verified,Fully Paid,5000,5000,5000,24600,17.19,124.78,21.41,0,0,5,0,15465,9,7483.81,7483.81,5000,2483.81,371.35,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,12000,12000,12000,119000,18.25,306.36,9.13,1,0,10,0,13997,21,17681.13998,17681.14,12000,5681.14,5140.5,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,10400,10400,10400,48000,5.99,316.35,14.9,0,0,14,0,12144,22,10897.53141,10897.53,10400,497.53,7734.39,0
60 months,OWN,credit_card,Verified,Fully Paid,8000,8000,8000,32000,13.98,186.07,13.39,0,1,12,0,6703,15,10664.5052,10664.51,8000,2664.51,3789.59,0
36 months,MORTGAGE,home_improvement,Not Verified,Charged Off,5000,5000,5000,70000,7.88,156.41,16.61,0,2,18,0,19771,53,1405.08,1405.08,1139.74,265.34,156.41,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,7500,7500,7500,44604,16.49,265.5,19.75,0,0,7,0,5324,14,9591.867883,9591.87,7500,2061.87,282.87,0
36 months,RENT,credit_card,Not Verified,Charged Off,9200,9200,9200,29000,7.49,286.14,21.52,0,1,10,0,21323,15,3250.18,3250.18,2346.81,509.57,286.14,1
